,automatic,point,GPS Time,lat_drone,lon_drone,altitude
104,1,5,32112342,38.00123112,127.12312342,21
105,1,5,32112342,38.00123112,127.12312342,21
106,1,5,32112342,38.00123112,127.12312342,21
107,1,5,32112342,38.00123112,127.12312342,21
108,1,5,32112342,38.00123112,127.12312342,21
109,1,5,32112342,38.00123112,127.12312342,21
110,1,5,32112342,38.00123112,127.12312342,21
111,1,5,32112342,38.00123112,127.12312342,21
112,1,5,32112342,38.00123112,127.12312342,21
113,1,5,32112342,38.00123112,127.12312342,21
114,1,5,32112342,38.00123112,127.12312342,21
115,1,5,32112342,38.00123112,127.12312342,21
116,1,5,32112342,38.00123112,127.12312342,21
117,1,5,32112342,38.00123112,127.12312342,21
118,1,5,32112342,38.00123112,127.12312342,21
119,1,5,32112342,38.00123112,127.12312342,21
120,1,5,32112342,38.00123112,127.12312342,21
121,1,5,32112342,38.00123112,127.12312342,21
122,1,5,32112342,38.00123112,127.12312342,21
123,1,5,32112342,38.00123112,127.12312342,21
124,1,5,32112342,38.00123112,127.12312342,21
125,1,5,32112342,38.00123112,127.12312342,21
126,1,5,32112342,38.00123112,127.12312342,21
127,1,5,32112342,38.00123112,127.12312342,21
128,1,5,32112342,38.00123112,127.12312342,21
